Rk,Team,Date,Thru Inn.,RS,RA,Diff,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
958,SEA,6/22/2024,5,7,0,7,MIA,W 9-0,44,42,9,15,9,4,1,1,7,0,0,0,9,0.357,0.364,0.571,0.935,24,0,1,0,1,0
959,NYY,6/22/2024,5,4,1,3,ATL,W 8-3,39,31,8,9,4,3,0,2,7,0,0,8,6,0.29,0.436,0.581,1.017,18,2,0,0,0,0
960,MIN,6/22/2024,5,9,2,7,OAK,W 10-2,50,42,10,16,9,6,0,1,10,0,0,4,9,0.381,0.48,0.595,1.075,25,2,4,0,0,0
961,CHC,6/22/2024,5,6,1,5,NYM,W 8-1,37,33,8,9,4,3,1,1,7,1,0,4,8,0.273,0.351,0.515,0.867,17,0,0,0,0,0
962,CIN,6/22/2024,5,3,1,2,BOS,L 3-4,38,37,3,11,9,0,0,2,3,1,1,1,8,0.297,0.316,0.459,0.775,17,0,0,0,0,0
963,COL,6/22/2024,5,4,3,1,WSN,W 8-7,39,34,8,12,9,0,0,3,8,0,1,5,12,0.353,0.436,0.618,1.054,21,1,0,0,0,0
964,WSN,6/22/2024,5,3,4,-1,COL,L 7-8,38,35,7,11,8,1,0,2,7,1,3,2,6,0.314,0.351,0.514,0.866,18,0,0,1,0,0
965,LAD,6/22/2024,5,7,1,6,LAA,W 7-2,37,32,7,9,4,3,0,2,7,1,0,4,7,0.281,0.351,0.563,0.914,18,0,0,0,1,0
966,PHI,6/22/2024,5,8,1,7,ARI,W 12-1,44,36,12,14,7,3,0,4,12,0,0,5,2,0.389,0.477,0.806,1.283,29,1,2,0,1,0
967,PIT,6/22/2024,5,4,2,2,TBR,W 4-3,30,29,4,5,3,0,1,1,4,0,0,1,8,0.172,0.2,0.345,0.545,10,0,0,0,0,0
968,SDP,6/22/2024,5,4,0,4,MIL,W 6-4,33,31,6,10,7,0,0,3,6,0,0,1,4,0.323,0.364,0.613,0.977,19,2,1,0,0,0
969,SFG,6/22/2024,5,4,5,-1,STL,L 4-9,38,36,4,10,8,2,0,0,4,1,0,2,5,0.278,0.316,0.333,0.649,12,1,0,0,0,0
970,STL,6/22/2024,5,5,4,1,SFG,W 9-4,40,36,9,14,9,1,0,4,9,2,0,3,8,0.389,0.45,0.75,1.2,27,1,1,0,0,0
971,COL,6/21/2024,5,5,9,-4,WSN,L 5-11,39,37,5,11,8,0,0,3,5,0,0,0,10,0.297,0.308,0.541,0.848,20,2,1,0,1,0
972,WSN,6/21/2024,5,9,5,4,COL,W 11-5,48,42,11,19,9,7,1,2,11,2,1,5,6,0.452,0.5,0.81,1.31,34,1,0,0,1,0
973,ATL,6/21/2024,5,8,1,7,NYY,W 8-1,47,41,8,14,6,5,0,3,7,0,0,5,9,0.341,0.426,0.683,1.108,28,0,1,0,0,0
974,ARI,6/21/2024,5,4,2,2,PHI,W 5-4,41,34,5,9,5,1,0,3,5,2,0,4,6,0.265,0.39,0.559,0.949,19,0,3,0,0,0
975,MIL,6/21/2024,5,4,3,1,SDP,L 5-9,42,37,5,11,10,1,0,0,4,1,0,3,15,0.297,0.35,0.324,0.674,12,1,0,0,0,0
976,SDP,6/21/2024,5,3,4,-1,MIL,W 9-5,43,38,9,15,10,3,0,2,8,0,0,4,2,0.395,0.465,0.632,1.097,24,2,1,0,0,0
977,CLE,6/21/2024,5,7,1,6,TOR,W 7-1,35,30,7,5,4,1,0,0,7,1,0,5,7,0.167,0.286,0.2,0.486,6,0,0,0,0,0
978,BAL,6/21/2024,5,3,5,-2,HOU,L 11-14,46,43,11,18,12,2,0,4,11,3,0,2,7,0.419,0.435,0.744,1.179,32,1,0,0,1,0
979,HOU,6/21/2024,5,5,3,2,BAL,W 14-11,43,39,14,14,7,6,0,1,12,0,0,4,10,0.359,0.419,0.59,1.008,23,1,0,0,0,0
980,OAK,6/21/2024,5,4,1,3,MIN,W 6-5,37,33,6,9,6,2,0,1,6,0,0,3,8,0.273,0.351,0.424,0.776,14,0,1,0,0,0
981,TBR,6/21/2024,5,4,2,2,PIT,W 10-3,45,42,10,17,11,3,0,3,10,0,0,1,4,0.405,0.422,0.69,1.113,29,1,1,0,1,0
982,NYM,6/21/2024,5,11,1,10,CHC,W 11-1,45,39,11,14,8,3,0,3,11,0,0,6,11,0.359,0.444,0.667,1.111,26,2,0,0,0,0
983,CIN,6/21/2024,5,3,2,1,BOS,W 5-2,36,31,5,7,3,1,0,3,4,0,0,4,8,0.226,0.333,0.548,0.882,17,1,1,0,0,0
984,CHW,6/20/2024,5,3,1,2,HOU,L 3-5,37,30,3,6,5,1,0,0,3,1,0,5,9,0.2,0.324,0.233,0.558,7,2,1,0,1,0
985,CLE,6/20/2024,5,5,3,2,SEA,W 6-3,34,30,6,9,3,3,0,3,5,1,1,4,8,0.3,0.382,0.7,1.082,21,2,0,0,0,0
986,SEA,6/20/2024,5,3,5,-2,CLE,L 3-6,35,29,3,5,3,1,0,1,3,1,0,5,5,0.172,0.314,0.31,0.625,9,3,1,0,0,0
987,BAL,6/20/2024,5,11,5,6,NYY,W 17-5,58,48,17,20,10,7,0,3,17,1,0,7,7,0.417,0.5,0.75,1.25,36,0,2,0,1,0
988,NYY,6/20/2024,5,5,11,-6,BAL,L 5-17,35,32,5,6,3,1,0,2,5,0,0,3,5,0.188,0.257,0.406,0.663,13,1,0,0,0,0
989,LAD,6/20/2024,5,5,0,5,COL,W 5-3,41,38,5,12,7,2,0,3,5,2,0,3,3,0.316,0.366,0.605,0.971,23,0,0,0,0,1
990,MIL,6/20/2024,5,3,5,-2,SDP,L 6-7,44,36,6,9,6,2,0,1,5,0,0,8,9,0.25,0.386,0.389,0.775,14,1,0,0,0,0
991,SDP,6/20/2024,5,5,3,2,MIL,W 7-6,40,36,7,10,5,1,0,4,7,1,0,4,9,0.278,0.35,0.639,0.989,23,0,0,0,0,1
992,SFG,6/20/2024,5,3,6,-3,STL,L 5-6,40,35,5,11,8,2,0,1,5,0,0,4,8,0.314,0.375,0.457,0.832,16,2,0,0,1,0
993,STL,6/20/2024,5,6,3,3,SFG,W 6-5,33,28,6,7,4,2,0,1,5,0,0,2,11,0.25,0.303,0.429,0.732,12,0,1,0,2,0
994,ARI,6/20/2024,5,4,1,3,WSN,W 5-2,41,38,5,12,9,2,0,1,5,2,1,2,12,0.316,0.35,0.447,0.797,17,0,0,1,0,0
995,COL,6/19/2024,5,4,6,-2,LAD,W 7-6,37,32,7,10,5,3,1,1,7,0,0,3,4,0.313,0.351,0.563,0.914,18,3,0,0,2,0
996,LAD,6/19/2024,5,6,4,2,COL,L 6-7,41,37,6,10,6,4,0,0,6,0,0,3,11,0.27,0.341,0.378,0.72,14,0,1,0,0,0
997,CLE,6/19/2024,5,6,0,6,SEA,W 8-0,36,33,8,9,5,1,0,3,8,3,0,3,6,0.273,0.333,0.576,0.909,19,0,0,0,0,0
998,BAL,6/19/2024,5,4,1,3,NYY,W 7-6 (10),46,41,7,11,5,5,0,1,6,4,0,3,9,0.268,0.348,0.463,0.811,19,0,2,0,0,0
999,BOS,6/19/2024,5,3,2,1,TOR,W 7-3,41,38,7,10,7,1,0,2,6,5,0,3,4,0.263,0.317,0.447,0.764,17,0,0,0,0,0
1000,ATL,6/19/2024,5,7,0,7,DET,W 7-0,39,35,7,12,7,2,0,3,6,1,0,2,12,0.343,0.41,0.657,1.067,23,1,2,0,0,0
1001,CHC,6/19/2024,5,3,0,3,SFG,W 6-5,38,33,6,11,6,3,0,2,4,3,1,4,11,0.333,0.405,0.606,1.011,20,1,0,1,0,0
1002,SEA,6/18/2024,5,6,1,5,CLE,W 8-5,45,38,8,11,2,6,0,3,8,1,0,7,9,0.289,0.4,0.684,1.084,26,0,0,0,0,0
1003,MIN,6/18/2024,5,6,6,0,TBR,W 7-6,42,38,7,13,8,4,0,1,7,2,0,3,11,0.342,0.381,0.526,0.907,20,0,0,0,1,0
1004,TBR,6/18/2024,5,6,6,0,MIN,L 6-7,36,35,6,8,4,1,0,3,6,0,0,1,7,0.229,0.25,0.514,0.764,18,0,0,0,0,0
1005,NYY,6/18/2024,5,4,0,4,BAL,W 4-2,38,28,4,6,5,1,0,0,4,0,0,6,3,0.214,0.368,0.25,0.618,7,0,2,0,2,0
1006,KCR,6/18/2024,5,3,7,-4,OAK,L 5-7,38,35,5,7,4,1,1,1,5,0,0,3,7,0.2,0.263,0.371,0.635,13,0,0,0,0,0
1007,OAK,6/18/2024,5,7,3,4,KCR,W 7-5,37,34,7,11,4,6,0,1,7,1,0,2,9,0.324,0.351,0.588,0.94,20,0,0,0,1,0
1008,TEX,6/18/2024,5,6,2,4,NYM,L 6-7,36,35,6,9,6,1,0,2,6,0,0,1,2,0.257,0.278,0.457,0.735,16,1,0,0,0,0
1009,MIL,6/18/2024,5,5,0,5,LAA,W 6-3,37,33,6,8,5,2,0,1,3,0,1,3,9,0.242,0.297,0.394,0.691,13,1,0,0,1,0
1010,COL,6/18/2024,5,7,2,5,LAD,L 9-11,43,35,9,11,6,3,0,2,9,0,0,5,8,0.314,0.395,0.571,0.967,20,0,1,0,2,0
1011,MIA,6/18/2024,5,5,7,-2,STL,W 9-8 (10),45,43,9,15,12,1,0,2,9,1,0,0,9,0.349,0.333,0.512,0.845,22,0,0,0,2,0
1012,STL,6/18/2024,5,7,5,2,MIA,L 8-9 (10),45,40,8,10,6,1,0,3,8,0,0,3,8,0.25,0.311,0.5,0.811,20,0,1,0,1,0
1013,ARI,6/18/2024,5,4,0,4,WSN,W 5-0,40,32,5,14,11,1,1,1,5,1,2,4,4,0.438,0.487,0.625,1.112,20,3,1,1,2,0
1014,LAD,6/17/2024,5,3,1,2,COL,W 9-5,49,39,9,14,8,5,1,0,9,1,0,8,8,0.359,0.469,0.538,1.008,21,1,1,0,1,1
1015,PHI,6/17/2024,5,6,1,5,SDP,W 9-2,41,38,9,18,11,4,0,3,9,0,1,3,3,0.474,0.512,0.816,1.328,31,2,0,0,0,0
1016,PIT,6/17/2024,5,4,1,3,CIN,W 4-1,34,33,4,8,3,5,0,0,4,0,0,1,7,0.242,0.265,0.394,0.659,13,1,0,0,0,0
1017,NYM,6/17/2024,5,11,2,9,TEX,W 14-2,50,47,14,22,17,3,0,2,14,0,0,2,7,0.468,0.5,0.66,1.16,31,2,1,0,0,0
1018,BOS,6/17/2024,5,5,1,4,TOR,W 7-3,40,34,7,11,6,1,0,4,7,0,2,5,9,0.324,0.4,0.706,1.106,24,1,0,0,1,1
1019,MIL,6/17/2024,5,3,5,-2,LAA,L 3-5,35,31,3,5,2,1,0,2,3,1,0,4,5,0.161,0.257,0.387,0.644,12,0,0,0,0,0
1020,LAA,6/17/2024,5,5,3,2,MIL,W 5-3,32,28,5,7,5,0,1,1,5,0,1,3,7,0.25,0.313,0.429,0.741,12,0,0,0,1,0
1021,MIN,2024-06-16 (2),5,6,5,1,OAK,W 8-7,41,37,8,14,7,4,0,3,8,0,0,3,7,0.378,0.439,0.73,1.169,27,1,1,0,0,0
1022,OAK,2024-06-16 (2),5,5,6,-1,MIN,L 7-8,40,38,7,11,7,2,0,2,6,0,0,1,8,0.289,0.325,0.5,0.825,19,0,1,0,0,0
1023,MIN,2024-06-16 (1),5,4,0,4,OAK,W 6-2,39,34,6,12,8,0,0,4,6,2,1,5,3,0.353,0.436,0.706,1.142,24,1,0,0,0,0
1024,BOS,6/16/2024,5,4,1,3,NYY,W 9-3,42,34,9,14,13,0,1,0,8,9,1,6,5,0.412,0.5,0.471,0.971,16,1,1,0,1,0
1025,HOU,6/16/2024,5,4,0,4,DET,W 4-1,30,27,4,5,4,0,0,1,4,1,0,3,3,0.185,0.267,0.296,0.563,8,2,0,0,0,0
1026,TOR,6/16/2024,5,7,2,5,CLE,W 7-6,40,34,7,11,9,0,0,2,7,1,0,6,12,0.324,0.425,0.5,0.925,17,1,0,0,0,0
1027,ARI,6/16/2024,5,10,1,9,CHW,W 12-5,40,29,12,9,5,2,1,1,10,1,0,8,6,0.31,0.436,0.552,0.988,16,1,0,0,2,0
1028,CIN,6/16/2024,5,3,1,2,MIL,L 4-5,39,34,4,8,5,0,1,2,3,1,0,3,9,0.235,0.308,0.471,0.778,16,0,1,0,1,1
1029,NYM,6/16/2024,5,7,2,5,SDP,W 11-6,41,36,11,14,8,3,0,3,11,1,0,4,9,0.389,0.439,0.722,1.161,26,1,0,0,1,0
1030,SFG,6/16/2024,5,9,2,7,LAA,W 13-6,47,41,13,16,8,6,0,2,13,0,0,4,5,0.39,0.468,0.683,1.151,28,1,2,0,0,0
1031,TBR,6/16/2024,5,6,2,4,ATL,W 8-6,36,30,8,8,4,1,0,3,8,0,1,5,10,0.267,0.389,0.6,0.989,18,4,1,0,0,0
1032,BAL,6/16/2024,5,8,2,6,PHI,W 8-3,39,35,8,10,6,0,0,4,8,1,0,3,11,0.286,0.359,0.629,0.988,22,0,1,0,0,0
1033,CHW,6/15/2024,5,4,2,2,ARI,W 9-2,44,38,9,12,6,2,0,4,9,0,0,5,9,0.316,0.395,0.684,1.08,26,1,0,1,0,0
1034,BOS,6/15/2024,5,5,2,3,NYY,W 8-4,40,35,8,12,6,6,0,0,7,1,0,5,11,0.343,0.425,0.514,0.939,18,1,0,0,0,0
1035,DET,6/15/2024,5,10,0,10,HOU,W 13-5,53,46,13,19,12,2,0,5,12,2,0,6,11,0.413,0.491,0.783,1.273,36,0,1,0,0,0
1036,SEA,6/15/2024,5,4,1,3,TEX,W 7-5,39,31,7,7,5,0,0,2,7,4,0,8,14,0.226,0.385,0.419,0.804,13,0,0,0,0,0
1037,TOR,6/15/2024,5,5,0,5,CLE,W 5-0,35,28,5,7,6,1,0,0,4,0,0,4,2,0.25,0.382,0.286,0.668,8,2,2,1,0,0
1038,ATL,6/15/2024,5,5,1,4,TBR,W 9-2,39,33,9,11,7,0,0,4,9,0,0,5,6,0.333,0.41,0.697,1.107,23,0,0,0,1,0
1039,COL,6/15/2024,5,6,1,5,PIT,W 16-4,45,38,16,16,6,6,1,3,15,2,0,6,8,0.421,0.489,0.868,1.357,33,1,0,0,1,0
1040,MIL,6/15/2024,5,3,0,3,CIN,W 3-1,31,28,3,4,3,0,0,1,3,3,0,3,7,0.143,0.226,0.25,0.476,7,0,0,0,0,0
1041,NYM,6/15/2024,5,3,1,2,SDP,W 5-1,40,34,5,10,5,3,0,2,5,1,0,6,9,0.294,0.4,0.559,0.959,19,0,0,0,0,0
1042,SFG,6/15/2024,5,3,1,2,LAA,L 3-4,38,36,3,10,6,3,0,1,3,1,0,2,10,0.278,0.316,0.444,0.76,16,1,0,0,0,1
1043,LAD,6/14/2024,5,3,3,0,KCR,W 4-3,31,30,4,8,6,0,0,2,4,0,0,1,6,0.267,0.29,0.467,0.757,14,1,0,0,0,0
1044,CIN,6/14/2024,5,5,2,3,MIL,W 6-5,39,35,6,10,5,2,1,2,6,2,0,2,6,0.286,0.359,0.571,0.93,20,1,2,0,0,0
1045,WSN,6/14/2024,5,7,1,6,MIA,W 8-1,38,36,8,12,9,2,0,1,8,0,0,2,4,0.333,0.368,0.472,0.841,17,0,0,0,0,0
1046,NYY,6/14/2024,5,5,1,4,BOS,W 8-1,41,37,8,10,5,3,0,2,7,2,0,4,11,0.27,0.341,0.514,0.855,19,1,0,0,0,0
1047,KCR,6/14/2024,5,3,3,0,LAD,L 3-4,33,31,3,5,4,0,0,1,3,0,1,2,4,0.161,0.212,0.258,0.47,8,0,0,0,0,0
1048,OAK,6/14/2024,5,4,1,3,MIN,L 5-6 (10),42,34,5,5,3,0,1,1,5,0,0,6,9,0.147,0.31,0.294,0.604,10,0,2,0,0,0
1049,SEA,6/14/2024,5,3,2,1,TEX,W 3-2,34,30,3,8,7,0,0,1,3,1,0,4,6,0.267,0.353,0.367,0.72,11,2,0,0,0,0
1050,LAA,6/14/2024,5,8,1,7,SFG,W 8-6,44,36,8,11,5,4,1,1,7,0,0,6,3,0.306,0.395,0.556,0.951,20,0,0,1,1,0
1051,CLE,6/14/2024,5,3,0,3,TOR,W 3-1,33,33,3,9,4,4,0,1,3,1,0,0,7,0.273,0.273,0.485,0.758,16,3,0,0,0,0
1052,ARI,6/14/2024,5,6,1,5,CHW,W 7-1,36,33,7,10,7,1,0,2,7,1,0,3,6,0.303,0.361,0.515,0.876,17,0,0,0,0,0
1053,ATL,6/14/2024,5,7,1,6,TBR,W 7-3,40,38,7,12,6,4,0,2,6,1,0,1,8,0.316,0.35,0.579,0.929,22,0,1,0,0,0
1054,BOS,6/13/2024,5,8,3,5,PHI,W 9-3,41,36,9,14,6,7,0,1,9,1,0,3,12,0.389,0.463,0.667,1.13,24,1,2,0,0,0
1055,TEX,6/13/2024,5,3,0,3,LAD,W 3-1,36,29,3,7,6,1,0,0,3,2,1,6,8,0.241,0.371,0.276,0.647,8,2,0,1,0,0
1056,MIN,6/13/2024,5,4,2,2,OAK,W 6-2,38,36,6,13,12,0,0,1,6,0,0,2,3,0.361,0.395,0.444,0.839,16,1,0,0,0,0
1057,ARI,6/13/2024,5,4,1,3,LAA,W 11-1,40,33,11,9,3,3,0,3,11,2,0,6,5,0.273,0.4,0.636,1.036,21,0,1,0,0,0
1058,ATL,6/13/2024,5,3,0,3,BAL,W 6-3,43,41,6,12,7,5,0,0,5,0,0,1,10,0.293,0.326,0.415,0.74,17,0,1,0,0,0
1059,PHI,6/13/2024,5,3,8,-5,BOS,L 3-9,38,36,3,10,9,1,0,0,3,0,0,1,8,0.278,0.316,0.306,0.621,11,1,1,0,0,0
1060,PIT,6/13/2024,5,3,3,0,STL,L 3-4,38,33,3,7,7,0,0,0,3,0,0,5,9,0.212,0.316,0.212,0.528,7,1,0,0,0,0
1061,STL,6/13/2024,5,3,3,0,PIT,W 4-3,34,32,4,8,4,0,2,2,4,1,0,0,6,0.25,0.294,0.563,0.857,18,0,2,0,0,0
1062,WSN,6/12/2024,5,5,1,4,DET,W 7-5,44,38,7,13,9,3,0,1,6,2,2,5,5,0.342,0.409,0.5,0.909,19,0,0,0,1,0
1063,MIA,6/12/2024,5,4,6,-2,NYM,L 4-10,37,35,4,9,6,3,0,0,4,0,0,2,8,0.257,0.297,0.343,0.64,12,1,0,0,0,0
1064,NYM,6/12/2024,5,6,4,2,MIA,W 10-4,42,40,10,14,9,2,0,3,9,0,0,2,5,0.35,0.381,0.625,1.006,25,0,0,0,0,0
1065,SFG,6/12/2024,5,5,1,4,HOU,W 5-3,38,32,5,10,8,2,0,0,5,1,0,3,7,0.313,0.368,0.375,0.743,12,1,1,0,2,0
1066,STL,6/12/2024,5,4,1,3,PIT,W 4-2,35,34,4,11,10,1,0,0,4,2,0,1,13,0.324,0.343,0.353,0.696,12,1,0,0,0,0
1067,LAA,6/12/2024,5,7,0,7,ARI,W 8-3,45,40,8,14,8,4,0,2,8,0,1,5,8,0.35,0.422,0.6,1.022,24,0,0,0,0,0
1068,BOS,6/12/2024,5,6,4,2,PHI,W 8-6,40,31,8,13,9,2,1,1,7,0,0,6,6,0.419,0.5,0.645,1.145,20,0,1,0,2,0
1069,NYY,6/12/2024,5,8,0,8,KCR,W 11-5,42,36,11,11,8,0,0,3,11,1,0,4,5,0.306,0.381,0.556,0.937,20,1,1,0,1,0
1070,TEX,6/12/2024,5,3,1,2,LAD,W 3-2,37,35,3,8,6,1,0,1,3,1,1,2,3,0.229,0.27,0.343,0.613,12,1,0,0,0,0
1071,MIN,6/12/2024,5,8,2,6,COL,W 17-9,47,44,17,24,15,7,0,2,17,1,1,2,4,0.545,0.553,0.841,1.394,37,1,0,0,1,0
1072,PHI,6/12/2024,5,4,6,-2,BOS,L 6-8,43,35,6,9,4,4,1,0,6,0,0,7,8,0.257,0.372,0.429,0.801,15,0,0,0,1,0
1073,CLE,6/11/2024,5,3,1,2,CIN,W 5-3,41,35,5,9,5,3,0,1,5,2,0,5,7,0.257,0.35,0.429,0.779,15,0,0,1,0,1
1074,DET,6/11/2024,5,4,3,1,WSN,L 4-5 (10),41,37,4,6,4,1,1,0,3,2,0,4,11,0.162,0.244,0.243,0.487,9,0,0,0,0,0
1075,NYY,6/11/2024,5,6,0,6,KCR,W 10-1,42,38,10,10,6,0,1,3,10,0,0,3,8,0.263,0.333,0.553,0.886,21,1,1,0,0,0
1076,CHW,6/11/2024,5,3,2,1,SEA,L 3-4,37,36,3,10,8,0,0,2,3,2,0,1,8,0.278,0.297,0.444,0.742,16,1,0,0,0,0
1077,HOU,6/11/2024,5,3,1,2,SFG,W 3-1,34,33,3,7,5,2,0,0,2,0,0,1,10,0.212,0.235,0.273,0.508,9,1,0,0,0,0
1078,ARI,6/11/2024,5,5,2,3,LAA,W 9-4,45,37,9,15,8,4,2,1,8,1,0,6,6,0.405,0.511,0.703,1.214,26,2,2,0,0,0
1079,PHI,6/11/2024,5,4,1,3,BOS,W 4-1,36,34,4,7,4,1,0,2,2,1,0,2,10,0.206,0.25,0.412,0.662,14,1,0,0,0,0
1080,WSN,6/11/2024,5,3,4,-1,DET,W 5-4 (10),39,32,5,5,4,0,1,0,5,0,0,4,11,0.156,0.231,0.219,0.45,7,2,0,0,3,0
1081,LAD,6/11/2024,5,7,1,6,TEX,W 15-2,46,35,15,14,8,1,0,5,15,1,0,8,3,0.4,0.522,0.857,1.379,30,1,2,0,1,0
1082,MIA,6/11/2024,5,3,2,1,NYM,W 4-2,36,32,4,6,4,2,0,0,4,1,0,2,13,0.188,0.25,0.25,0.5,8,0,1,0,1,0
1083,SDP,6/11/2024,5,3,1,2,OAK,W 4-3,36,31,4,10,7,2,0,1,4,1,0,5,3,0.323,0.417,0.484,0.901,15,2,0,0,0,1
1084,BAL,6/11/2024,5,3,0,3,ATL,W 4-0,32,30,4,6,5,0,0,1,4,0,0,2,7,0.2,0.25,0.3,0.55,9,0,0,0,0,0
1085,NYY,6/10/2024,5,4,0,4,KCR,W 4-2,37,31,4,9,9,0,0,0,4,0,1,1,6,0.29,0.353,0.29,0.643,9,1,2,3,0,0
1086,BAL,6/10/2024,5,4,2,2,TBR,W 5-2,38,37,5,11,7,2,0,2,5,1,0,1,14,0.297,0.316,0.514,0.829,19,1,0,0,0,0
1087,SDP,6/10/2024,5,3,1,2,OAK,W 6-1,39,32,6,10,5,3,0,2,6,1,0,5,6,0.313,0.41,0.594,1.004,19,0,1,0,1,0
1088,PHI,6/9/2024,5,3,0,3,NYM,L 5-6,41,33,5,10,8,1,0,1,4,0,0,6,6,0.303,0.439,0.424,0.863,14,3,2,0,0,0
1089,PIT,6/9/2024,5,4,3,1,MIN,L 5-11 (10),43,38,5,10,7,2,1,0,5,1,0,5,9,0.263,0.349,0.368,0.717,14,2,0,0,0,0
1090,ARI,6/9/2024,5,9,3,6,SDP,W 9-3,44,40,9,15,13,1,0,1,9,2,1,4,6,0.375,0.432,0.475,0.907,19,0,0,0,0,0
1091,SDP,6/9/2024,5,3,9,-6,ARI,L 3-9,38,34,3,7,5,0,0,2,3,1,0,3,6,0.206,0.289,0.382,0.672,13,1,1,0,0,0
1092,STL,6/9/2024,5,4,0,4,COL,W 5-1,37,32,5,10,8,1,0,1,4,0,0,2,6,0.313,0.361,0.438,0.799,14,0,1,1,1,0
1093,WSN,6/9/2024,5,8,2,6,ATL,W 8-5,38,29,8,7,5,1,0,1,8,1,1,8,7,0.241,0.395,0.379,0.774,11,1,0,0,1,0
1094,LAA,6/9/2024,5,4,3,1,HOU,W 9-7,42,35,9,13,9,3,0,1,9,4,1,2,8,0.371,0.429,0.543,0.971,19,1,3,0,2,0
1095,HOU,6/9/2024,5,3,4,-1,LAA,L 7-9,42,38,7,14,9,4,0,1,7,1,0,3,6,0.368,0.429,0.553,0.981,21,3,1,0,0,1
1096,CHW,6/9/2024,5,3,2,1,BOS,L 4-6 (10),43,38,4,8,4,3,0,1,4,2,0,4,17,0.211,0.286,0.368,0.654,14,0,0,1,0,2
1097,DET,6/9/2024,5,10,0,10,MIL,W 10-2,41,35,10,12,8,3,0,1,10,0,0,3,5,0.343,0.415,0.514,0.929,18,1,2,0,1,0
1098,MIN,6/9/2024,5,3,4,-1,PIT,W 11-5 (10),53,42,11,13,8,4,1,0,10,1,0,6,6,0.31,0.434,0.452,0.886,19,0,4,0,1,1
1099,TEX,6/9/2024,5,7,2,5,SFG,W 7-2,35,31,7,9,6,1,1,1,6,4,0,3,8,0.29,0.371,0.484,0.855,15,2,1,0,0,0
1100,CHC,6/9/2024,5,4,1,3,CIN,W 4-2,43,36,4,11,7,4,0,0,4,2,0,6,9,0.306,0.419,0.417,0.835,15,2,1,0,0,2
1101,CHW,6/8/2024,5,5,1,4,BOS,W 6-1,37,33,6,10,7,1,0,2,6,1,0,4,3,0.303,0.378,0.515,0.894,17,1,0,0,0,0
1102,DET,6/8/2024,5,4,3,1,MIL,L 4-5,39,33,4,5,5,0,0,0,3,0,0,5,11,0.152,0.263,0.152,0.415,5,0,0,0,0,0
1103,KCR,6/8/2024,5,5,3,2,SEA,W 8-4,37,31,8,9,4,4,0,1,8,3,0,4,6,0.29,0.361,0.516,0.877,16,0,0,1,1,0
1104,SEA,6/8/2024,5,3,5,-2,KCR,L 4-8,36,33,4,7,5,0,0,2,4,0,0,2,11,0.212,0.25,0.394,0.644,13,0,0,0,1,0
1105,CLE,6/8/2024,5,8,0,8,MIA,W 8-0,43,35,8,12,8,2,0,2,8,0,1,7,3,0.343,0.442,0.571,1.013,20,2,0,0,1,0
1106,TOR,6/8/2024,5,6,0,6,OAK,W 7-0,45,36,7,10,4,5,0,1,6,1,0,8,3,0.278,0.4,0.5,0.9,18,0,0,0,1,0
1107,CIN,6/8/2024,5,4,1,3,CHC,W 4-3,31,28,4,6,3,1,0,2,4,2,0,2,5,0.214,0.267,0.464,0.731,13,0,0,1,0,0
1108,MIL,6/8/2024,5,3,4,-1,DET,W 5-4,39,35,5,10,9,1,0,0,5,2,1,3,3,0.286,0.333,0.314,0.648,11,2,0,0,1,0
1109,LAD,6/8/2024,5,3,2,1,NYY,W 11-3,43,36,11,11,6,2,0,3,11,1,0,7,9,0.306,0.419,0.611,1.03,22,2,0,0,0,0
1110,PHI,6/8/2024,5,6,2,4,NYM,W 7-2,38,37,7,11,6,2,0,3,7,1,1,1,6,0.297,0.316,0.595,0.91,22,0,0,0,0,0
1111,SDP,6/8/2024,5,12,1,11,ARI,W 13-1,46,38,13,14,6,5,0,3,12,0,0,6,4,0.368,0.457,0.737,1.193,28,1,1,0,1,0
1112,SFG,6/8/2024,5,3,1,2,TEX,W 3-1,37,33,3,6,4,1,0,1,3,0,0,4,11,0.182,0.27,0.303,0.573,10,0,0,0,0,0
1113,WSN,6/8/2024,5,5,1,4,ATL,W 7-3,37,34,7,12,7,4,0,1,7,0,1,1,8,0.353,0.389,0.559,0.948,19,1,1,1,0,0
1114,HOU,6/8/2024,5,4,0,4,LAA,W 6-1,39,37,6,11,7,2,1,1,6,1,0,1,8,0.297,0.333,0.486,0.82,18,0,1,0,0,0
1115,CHW,6/7/2024,5,4,2,2,BOS,W 7-2,34,31,7,8,4,1,0,3,7,0,0,2,5,0.258,0.324,0.581,0.904,18,0,1,0,0,0
1116,KCR,6/7/2024,5,4,8,-4,SEA,W 10-9,41,34,10,10,8,0,1,1,10,0,0,7,5,0.294,0.415,0.441,0.856,15,2,0,0,0,2
1117,SEA,6/7/2024,5,8,4,4,KCR,L 9-10,46,36,9,10,3,6,0,1,9,0,0,8,10,0.278,0.435,0.528,0.963,19,1,2,0,0,0
1118,BAL,6/7/2024,5,4,2,2,TBR,W 6-3,38,36,6,9,4,2,0,3,6,0,0,1,13,0.25,0.289,0.556,0.845,20,0,1,0,0,0
