Rk,Team,Date,Thru Inn.,RS,RA,Diff,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
310,TBR,8/24/2024,5,5,6,-1,LAD,W 9-8 (10),47,41,9,15,7,6,0,2,8,0,1,4,8,0.366,0.404,0.659,1.063,27,0,0,0,2,1
311,LAA,8/23/2024,5,4,2,2,TOR,L 4-5,34,31,4,6,4,2,0,0,4,3,1,2,11,0.194,0.265,0.258,0.523,8,0,1,0,0,0
312,CLE,8/23/2024,5,3,4,-1,TEX,L 3-5,37,33,3,7,6,1,0,0,3,2,0,3,10,0.212,0.27,0.242,0.513,8,0,0,0,1,0
313,TEX,8/23/2024,5,4,3,1,CLE,W 5-3,39,37,5,10,7,3,0,0,5,1,1,2,9,0.27,0.308,0.351,0.659,13,0,0,0,0,0
314,OAK,8/23/2024,5,3,7,-4,MIL,L 3-11,36,32,3,6,5,0,0,1,3,0,0,4,6,0.188,0.278,0.281,0.559,9,0,0,0,0,0
315,TBR,8/23/2024,5,3,3,0,LAD,L 3-7,34,34,3,8,4,2,0,2,3,0,2,0,13,0.235,0.235,0.471,0.706,16,0,0,0,0,0
316,KCR,8/23/2024,5,7,2,5,PHI,W 7-4,39,36,7,12,7,3,0,2,7,1,0,3,4,0.333,0.385,0.583,0.968,21,0,0,0,0,0
317,HOU,8/23/2024,5,4,2,2,BAL,L 5-7,38,34,5,10,6,2,0,2,5,0,0,2,5,0.294,0.351,0.529,0.881,18,2,1,1,0,0
318,LAD,8/23/2024,5,3,3,0,TBR,W 7-3,37,32,7,9,7,0,0,2,7,1,1,3,4,0.281,0.361,0.469,0.83,15,1,1,1,0,0
319,CHC,8/23/2024,5,3,3,0,MIA,W 6-3,40,37,6,9,3,3,0,3,6,1,0,3,3,0.243,0.3,0.568,0.868,21,0,0,0,0,0
320,MIA,8/23/2024,5,3,3,0,CHC,L 3-6,40,33,3,8,6,2,0,0,3,2,2,6,6,0.242,0.375,0.303,0.678,10,0,1,0,0,0
321,STL,8/23/2024,5,3,1,2,MIN,W 6-1,43,33,6,9,6,2,0,1,6,4,0,9,8,0.273,0.419,0.424,0.843,14,1,0,0,1,0
322,MIL,8/23/2024,5,7,3,4,OAK,W 11-3,44,39,11,14,8,3,1,2,9,0,0,4,8,0.359,0.409,0.641,1.05,25,1,0,0,1,0
323,CIN,8/23/2024,5,5,4,1,PIT,L 5-6,38,32,5,9,5,3,0,1,5,1,1,4,10,0.281,0.351,0.469,0.82,15,0,0,1,1,0
324,PIT,8/23/2024,5,4,5,-1,CIN,W 6-5,35,32,6,8,6,2,0,0,6,3,0,2,8,0.25,0.286,0.313,0.598,10,0,0,0,1,0
325,SDP,8/23/2024,5,6,0,6,NYM,W 7-0,41,39,7,16,12,2,0,2,7,0,0,2,6,0.41,0.439,0.615,1.054,24,0,0,0,0,0
326,SFG,8/23/2024,5,3,1,2,SEA,L 5-6 (10),40,38,5,8,2,3,0,3,5,0,0,2,18,0.211,0.25,0.526,0.776,20,0,0,0,0,1
327,PIT,8/22/2024,5,6,0,6,CIN,W 7-0,36,31,7,7,4,2,0,1,7,1,0,3,14,0.226,0.333,0.387,0.72,12,0,2,0,0,0
328,NYM,8/22/2024,5,3,1,2,SDP,W 8-3,43,42,8,17,12,5,0,0,7,0,0,1,11,0.405,0.419,0.524,0.942,22,1,0,0,0,0
329,CHC,8/22/2024,5,6,0,6,DET,W 10-2,39,36,10,13,9,3,0,1,10,3,0,3,7,0.361,0.41,0.528,0.938,19,0,0,0,0,0
330,TOR,8/22/2024,5,5,0,5,LAA,W 5-3,33,32,5,8,2,4,1,1,5,0,0,1,7,0.25,0.273,0.531,0.804,17,0,0,0,0,1
331,OAK,8/22/2024,5,3,1,2,TBR,W 3-1,36,31,3,9,7,2,0,0,3,2,0,4,6,0.29,0.361,0.355,0.716,11,1,0,0,1,0
332,NYY,8/22/2024,5,5,0,5,CLE,W 6-0,37,27,6,6,3,1,0,2,6,1,0,8,8,0.222,0.378,0.481,0.86,13,1,0,0,2,1
333,DET,8/21/2024,5,4,2,2,CHC,W 8-2,40,37,8,10,4,3,0,3,8,1,0,3,9,0.27,0.325,0.595,0.92,22,0,0,0,0,0
334,TOR,8/21/2024,5,6,7,-1,CIN,L 7-11,43,36,7,10,3,4,0,3,7,0,0,6,8,0.278,0.395,0.639,1.034,23,2,1,0,0,0
335,MIN,8/21/2024,5,10,1,9,SDP,W 11-4,47,43,11,18,11,6,0,1,11,0,0,1,9,0.419,0.447,0.628,1.075,27,0,2,0,1,0
336,NYY,8/21/2024,5,7,0,7,CLE,W 8-1,36,32,8,9,4,2,0,3,8,0,0,3,10,0.281,0.361,0.625,0.986,20,0,1,0,0,0
337,LAD,8/21/2024,5,8,1,7,SEA,W 8-4,38,35,8,10,4,5,1,0,8,2,0,2,10,0.286,0.316,0.486,0.802,17,0,0,0,1,0
338,ARI,8/21/2024,5,3,6,-3,MIA,W 10-8,45,36,10,12,7,2,1,2,10,2,2,7,9,0.333,0.444,0.611,1.056,22,0,1,0,1,0
339,MIA,8/21/2024,5,6,3,3,ARI,L 8-10,44,39,8,14,7,4,1,2,7,4,0,2,10,0.359,0.405,0.667,1.071,26,0,1,2,0,1
340,CIN,8/21/2024,5,7,6,1,TOR,W 11-7,44,38,11,11,6,1,0,4,11,4,1,5,13,0.289,0.386,0.632,1.018,24,0,1,0,0,0
341,WSN,8/21/2024,5,5,0,5,COL,W 6-1,36,34,6,12,8,3,0,1,6,1,1,2,2,0.353,0.389,0.529,0.918,18,0,0,0,0,0
342,SFG,8/20/2024,5,3,1,2,CHW,W 4-1,37,30,4,7,6,1,0,0,4,0,0,7,9,0.233,0.378,0.267,0.645,8,2,0,0,0,1
343,PIT,8/20/2024,5,3,0,3,TEX,W 4-0,35,34,4,7,4,2,1,0,4,1,0,1,10,0.206,0.229,0.324,0.552,11,0,0,0,0,1
344,TOR,8/20/2024,5,10,1,9,CIN,W 10-3,39,36,10,13,5,1,2,5,9,0,0,2,4,0.361,0.41,0.917,1.327,33,1,1,0,0,0
345,MIN,8/20/2024,5,3,1,2,SDP,L 5-7,37,35,5,13,11,1,0,1,5,0,1,1,5,0.371,0.378,0.486,0.864,17,1,0,0,1,0
346,BAL,8/20/2024,5,7,1,6,NYM,W 9-5,41,36,9,11,6,2,1,2,8,1,1,4,5,0.306,0.366,0.583,0.949,21,0,0,0,1,0
347,NYY,8/20/2024,5,3,3,0,CLE,L 5-9 (12),50,41,5,7,2,3,0,2,5,2,0,9,5,0.171,0.32,0.39,0.71,16,1,0,0,0,2
348,CLE,8/20/2024,5,3,3,0,NYY,W 9-5 (12),62,48,9,12,8,2,1,1,9,3,0,14,12,0.25,0.419,0.396,0.815,19,1,0,0,0,1
349,SEA,8/20/2024,5,3,2,1,LAD,L 3-6,37,33,3,8,4,4,0,0,3,0,1,4,5,0.242,0.324,0.364,0.688,12,1,0,0,0,0
350,BOS,8/20/2024,5,5,5,0,HOU,W 6-5,44,36,6,9,4,3,0,2,6,1,0,8,10,0.25,0.386,0.5,0.886,18,0,0,0,0,0
351,HOU,8/20/2024,5,5,5,0,BOS,L 5-6,36,31,5,7,3,2,0,2,5,3,0,3,4,0.226,0.278,0.484,0.762,15,1,0,0,2,0
352,TEX,8/19/2024,5,4,3,1,PIT,W 4-3,30,29,4,5,2,1,0,2,4,0,0,1,11,0.172,0.2,0.414,0.614,12,0,0,0,0,1
353,OAK,8/19/2024,5,3,0,3,TBR,W 3-0,31,26,3,6,4,1,0,1,3,0,0,3,6,0.231,0.3,0.385,0.685,10,2,0,1,1,0
354,KCR,8/19/2024,5,3,0,3,LAA,W 5-3,37,33,5,9,6,2,0,1,5,1,0,4,10,0.273,0.351,0.424,0.776,14,0,0,0,0,0
355,ARI,8/19/2024,5,5,2,3,MIA,W 9-6,44,34,9,8,5,0,0,3,9,1,0,6,4,0.235,0.395,0.5,0.895,17,0,3,1,0,0
356,NYM,8/19/2024,5,3,1,2,BAL,W 4-3,34,30,4,6,3,1,0,2,4,2,0,3,14,0.2,0.273,0.433,0.706,13,0,0,1,0,0
357,SDP,8/19/2024,5,5,2,3,MIN,W 5-3,34,29,5,4,2,2,0,0,5,2,0,2,3,0.138,0.265,0.207,0.472,6,0,3,0,0,0
358,SFG,8/19/2024,5,4,1,3,CHW,W 5-3,35,33,5,12,9,2,0,1,5,0,0,1,6,0.364,0.371,0.515,0.887,17,2,0,0,1,0
359,PIT,8/19/2024,5,3,4,-1,TEX,L 3-4,37,34,3,7,6,0,0,1,3,0,0,3,9,0.206,0.27,0.294,0.564,10,0,0,0,0,0
360,WSN,8/18/2024,5,3,2,1,PHI,W 6-4,42,36,6,11,7,1,0,3,6,3,1,5,6,0.306,0.381,0.583,0.964,21,0,0,0,1,0
361,KCR,8/18/2024,5,4,0,4,CIN,W 8-1,40,37,8,13,10,2,0,1,8,1,0,1,8,0.351,0.35,0.486,0.836,18,1,0,0,2,1
362,MIN,8/18/2024,5,4,0,4,TEX,L 5-6 (10),39,35,5,7,3,1,1,2,5,1,0,2,7,0.2,0.263,0.457,0.72,16,1,1,1,0,0
363,TBR,8/18/2024,5,5,0,5,ARI,W 8-7 (12),54,43,8,11,7,3,0,1,7,7,0,7,10,0.256,0.396,0.395,0.792,17,0,3,1,0,4
364,SEA,8/18/2024,5,8,0,8,PIT,W 10-3,45,39,10,13,9,1,0,3,8,1,0,3,7,0.333,0.4,0.59,0.99,23,1,2,0,1,0
365,CHC,8/17/2024,5,3,0,3,TOR,W 3-2,31,28,3,5,2,1,1,1,3,0,2,3,8,0.179,0.258,0.393,0.651,11,0,0,0,0,0
366,ATL,8/17/2024,5,9,0,9,LAA,W 11-3,43,38,11,12,6,3,0,3,10,1,0,4,7,0.316,0.395,0.632,1.027,24,1,1,0,0,0
367,KCR,8/17/2024,5,13,0,13,CIN,W 13-1,51,43,13,15,9,4,0,2,12,0,0,6,7,0.349,0.412,0.581,0.993,25,0,0,0,2,0
368,TBR,8/17/2024,5,4,1,3,ARI,W 6-1,39,35,6,13,8,3,1,1,5,4,0,2,6,0.371,0.436,0.6,1.036,21,0,2,0,0,0
369,DET,8/17/2024,5,4,0,4,NYY,W 4-0,35,33,4,10,5,4,1,0,4,0,0,2,10,0.303,0.343,0.485,0.828,16,0,0,0,0,0
370,HOU,8/17/2024,5,4,1,3,CHW,W 6-1,39,35,6,13,11,2,0,0,5,2,0,3,7,0.371,0.41,0.429,0.839,15,1,0,0,1,1
371,SDP,8/17/2024,5,5,0,5,COL,W 8-3,43,39,8,15,12,2,0,1,8,1,1,4,4,0.385,0.442,0.513,0.955,20,0,0,0,0,0
372,NYM,8/17/2024,5,4,0,4,MIA,W 4-0,35,30,4,7,3,1,1,2,4,0,0,4,7,0.233,0.343,0.533,0.876,16,1,1,0,0,0
373,PIT,8/17/2024,5,3,2,1,SEA,W 7-2,35,32,7,9,3,3,0,3,7,1,0,3,9,0.281,0.343,0.656,0.999,21,1,0,0,0,0
374,STL,8/17/2024,5,4,2,2,LAD,W 5-2,36,34,5,11,8,0,0,3,5,1,0,2,1,0.324,0.361,0.588,0.949,20,1,0,0,0,0
375,COL,8/16/2024,5,6,3,3,SDP,W 7-3,36,34,7,10,7,1,0,2,7,2,0,2,9,0.294,0.333,0.5,0.833,17,0,0,0,0,0
376,SDP,8/16/2024,5,3,6,-3,COL,L 3-7,40,33,3,10,6,1,1,2,3,0,0,6,8,0.303,0.425,0.576,1.001,19,4,1,0,0,0
377,MIL,8/16/2024,5,5,0,5,CLE,W 5-3,34,29,5,6,2,1,2,1,5,2,0,4,10,0.207,0.324,0.483,0.806,14,0,1,0,0,0
378,MIA,8/16/2024,5,3,7,-4,NYM,L 3-7,34,32,3,6,2,3,0,1,3,1,0,2,6,0.188,0.235,0.375,0.61,12,1,0,0,0,0
379,NYM,8/16/2024,5,7,3,4,MIA,W 7-3,40,34,7,10,5,2,1,2,7,0,0,5,8,0.294,0.4,0.588,0.988,20,1,1,0,0,0
380,PIT,8/16/2024,5,3,2,1,SEA,W 5-3,35,32,5,8,5,2,0,1,5,1,0,2,9,0.25,0.286,0.406,0.692,13,0,0,0,1,0
381,STL,8/16/2024,5,4,2,2,LAD,L 6-7,38,32,6,6,2,1,0,3,6,0,1,6,8,0.188,0.316,0.5,0.816,16,0,0,0,0,0
382,CHC,8/16/2024,5,4,2,2,TOR,W 6-5 (10),39,35,6,7,1,2,0,4,6,2,0,4,6,0.2,0.282,0.6,0.882,21,0,0,0,0,1
383,MIN,8/16/2024,5,4,2,2,TEX,W 4-3,35,32,4,5,3,0,0,2,4,0,0,2,11,0.156,0.229,0.344,0.572,11,0,1,0,0,0
384,CHW,8/16/2024,5,4,1,3,HOU,W 5-4,42,37,5,11,8,1,0,2,5,0,0,5,7,0.297,0.381,0.486,0.867,18,0,0,0,0,0
385,BOS,8/16/2024,5,8,6,2,BAL,W 12-10,47,42,12,14,6,4,0,4,12,2,0,5,12,0.333,0.404,0.714,1.119,30,0,0,0,0,0
386,BAL,8/16/2024,5,6,8,-2,BOS,L 10-12,49,41,10,17,12,3,1,1,9,1,0,6,8,0.415,0.469,0.61,1.079,25,1,0,0,2,0
387,BAL,8/15/2024,5,3,1,2,BOS,W 5-1,33,31,5,8,4,2,0,2,5,1,0,1,8,0.258,0.303,0.516,0.819,16,1,1,0,0,0
388,LAD,8/15/2024,5,3,3,0,MIL,L 4-6,37,36,4,10,9,1,0,0,4,0,0,1,5,0.278,0.297,0.306,0.603,11,1,0,0,0,0
389,MIL,8/15/2024,5,3,3,0,LAD,W 6-4,35,30,6,7,3,2,0,2,6,2,0,5,9,0.233,0.343,0.5,0.843,15,0,0,0,0,0
390,NYM,8/15/2024,5,6,5,1,OAK,L 6-7,43,36,6,9,6,1,0,2,5,1,0,5,8,0.25,0.372,0.444,0.817,16,0,2,0,0,0
391,PHI,8/15/2024,5,9,1,8,WSN,W 13-3,46,42,13,17,11,2,1,3,11,0,0,3,9,0.405,0.457,0.714,1.171,30,0,1,0,0,0
392,OAK,8/15/2024,5,5,6,-1,NYM,W 7-6,50,38,7,12,9,2,0,1,6,1,0,11,6,0.316,0.48,0.447,0.927,17,0,1,0,0,0
393,CIN,8/14/2024,5,7,0,7,STL,W 9-2,39,37,9,13,6,2,0,5,9,0,0,2,10,0.351,0.385,0.811,1.195,30,1,0,0,0,0
394,ARI,8/14/2024,5,6,1,5,COL,W 11-4,44,32,11,9,5,3,0,1,8,0,0,7,6,0.281,0.465,0.469,0.934,15,1,4,0,0,0
395,CLE,8/14/2024,5,4,1,3,CHC,W 6-1,35,30,6,7,4,2,1,0,6,3,0,4,6,0.233,0.343,0.367,0.71,11,1,1,0,0,0
396,TOR,8/14/2024,5,6,1,5,LAA,W 9-2,41,33,9,8,2,2,1,3,9,0,0,6,13,0.242,0.366,0.636,1.002,21,1,1,0,1,0
397,LAD,8/14/2024,5,3,4,-1,MIL,L 4-5,39,35,4,9,7,2,0,0,4,2,1,3,10,0.257,0.308,0.314,0.622,11,0,0,0,1,0
398,MIL,8/14/2024,5,4,3,1,LAD,W 5-4,34,28,5,5,3,0,1,1,3,2,0,4,9,0.179,0.303,0.357,0.66,10,0,1,1,0,0
399,NYM,8/14/2024,5,3,0,3,OAK,W 9-1,37,33,9,11,6,3,0,2,8,0,0,3,4,0.333,0.378,0.606,0.984,20,1,0,0,1,0
400,MIA,8/14/2024,5,5,6,-1,PHI,L 5-9,42,38,5,11,9,1,0,1,5,2,0,2,11,0.289,0.333,0.395,0.728,15,0,1,0,1,0
401,PHI,8/14/2024,5,6,5,1,MIA,W 9-5,38,34,9,13,8,4,0,1,8,2,0,4,5,0.382,0.447,0.588,1.036,20,2,0,0,0,0
402,SDP,8/14/2024,5,8,0,8,PIT,W 8-2,36,34,8,10,6,1,1,2,8,1,0,2,3,0.294,0.333,0.559,0.892,19,0,0,0,0,0
403,ATL,8/14/2024,5,7,1,6,SFG,W 13-2,46,37,13,11,6,1,0,4,13,0,0,7,7,0.297,0.435,0.649,1.083,24,1,2,0,0,0
404,LAD,8/13/2024,5,7,1,6,MIL,W 7-2,41,40,7,13,6,3,0,4,7,0,0,0,8,0.325,0.317,0.7,1.017,28,0,0,0,1,0
405,NYM,8/13/2024,5,4,7,-3,OAK,L 4-9,42,36,4,9,6,3,0,0,4,0,0,5,13,0.25,0.357,0.333,0.69,12,0,1,0,0,0
406,MIA,8/13/2024,5,3,0,3,PHI,W 5-0,40,35,5,8,5,1,0,2,4,2,0,5,12,0.229,0.325,0.429,0.754,15,1,0,0,0,0
407,ATL,8/13/2024,5,3,2,1,SFG,W 4-3 (10),43,41,4,10,7,1,0,2,4,0,0,2,11,0.244,0.279,0.415,0.694,17,0,0,0,0,0
408,BOS,8/13/2024,5,6,0,6,TEX,W 9-4,37,33,9,12,8,3,0,1,9,1,0,2,7,0.364,0.405,0.545,0.951,18,0,1,0,1,0
409,NYY,8/13/2024,5,3,0,3,CHW,W 4-1,40,34,4,9,6,0,0,3,4,0,0,5,7,0.265,0.375,0.529,0.904,18,0,1,0,0,0
410,DET,8/13/2024,5,11,1,10,SEA,W 15-1,45,44,15,20,10,5,0,5,15,1,0,1,6,0.455,0.467,0.909,1.376,40,0,0,0,0,0
411,MIN,8/13/2024,5,8,2,6,KCR,W 13-3,43,39,13,15,7,4,1,3,12,0,0,3,7,0.385,0.419,0.769,1.188,30,0,0,0,1,0
412,OAK,8/13/2024,5,7,4,3,NYM,W 9-4,43,36,9,11,7,3,0,1,8,1,0,6,10,0.306,0.419,0.472,0.891,17,1,1,0,0,0
413,COL,8/13/2024,5,3,2,1,ARI,L 3-4,35,33,3,6,3,3,0,0,3,1,0,2,11,0.182,0.229,0.273,0.501,9,0,0,0,0,0
414,WSN,8/13/2024,5,4,2,2,BAL,W 9-3,41,36,9,14,8,6,0,0,8,2,1,2,5,0.389,0.415,0.556,0.97,20,1,1,0,2,0
415,TOR,8/13/2024,5,5,0,5,LAA,W 6-1,39,35,6,7,2,3,0,2,6,1,0,4,8,0.2,0.282,0.457,0.739,16,0,0,0,0,0
416,TOR,8/12/2024,5,4,1,3,LAA,W 4-2,40,35,4,9,5,3,0,1,4,0,1,5,8,0.257,0.35,0.429,0.779,15,0,0,0,0,0
417,CHC,8/12/2024,5,3,7,-4,CLE,L 8-9,44,35,8,9,5,2,0,2,8,1,0,7,8,0.257,0.386,0.486,0.872,17,0,1,0,1,1
418,LAD,8/12/2024,5,4,0,4,MIL,W 5-2,36,32,5,6,4,0,0,2,5,2,0,3,7,0.188,0.257,0.375,0.632,12,0,0,1,0,0
419,BOS,8/12/2024,5,3,1,2,TEX,W 5-4 (10),48,37,5,9,8,1,0,0,5,2,0,9,15,0.243,0.396,0.27,0.666,10,0,1,0,1,2
420,CHW,8/12/2024,5,5,2,3,NYY,W 12-2,43,41,12,18,9,7,0,2,12,0,0,2,4,0.439,0.465,0.756,1.221,31,0,0,0,0,0
421,CLE,8/12/2024,5,7,3,4,CHC,W 9-8,34,32,9,11,7,1,0,3,9,1,0,2,6,0.344,0.382,0.656,1.039,21,2,0,0,0,0
422,MIN,8/12/2024,5,6,2,4,KCR,W 8-3,38,34,8,10,8,0,0,2,8,0,0,3,12,0.294,0.342,0.471,0.813,16,0,0,0,1,0
423,HOU,8/12/2024,5,6,1,5,TBR,W 6-1,39,36,6,10,7,1,0,2,6,0,0,2,11,0.278,0.333,0.472,0.806,17,1,1,0,0,0
424,COL,8/12/2024,5,3,1,2,ARI,L 4-5,35,34,4,9,6,1,1,1,4,1,0,0,11,0.265,0.257,0.441,0.698,15,0,0,0,1,0
425,CIN,8/12/2024,5,6,1,5,STL,W 6-1,33,30,6,6,2,1,0,3,6,3,0,3,12,0.2,0.273,0.533,0.806,16,0,0,0,0,0
426,HOU,8/11/2024,5,6,0,6,BOS,W 10-2,44,39,10,13,7,3,0,3,9,1,0,4,8,0.333,0.409,0.641,1.05,25,2,1,0,0,1
427,NYY,8/11/2024,5,5,0,5,TEX,W 8-7,38,33,8,12,7,1,0,4,8,2,0,3,6,0.364,0.395,0.758,1.152,25,0,0,0,2,1
428,SEA,8/11/2024,5,4,0,4,NYM,W 12-1,43,34,12,12,6,3,0,3,11,0,1,7,15,0.353,0.476,0.706,1.182,24,0,1,1,0,0
429,DET,8/11/2024,5,5,2,3,SFG,W 5-4,40,36,5,9,5,2,0,2,5,0,0,4,8,0.25,0.325,0.472,0.797,17,0,0,0,0,0
430,OAK,8/11/2024,5,7,1,6,TOR,W 8-4,41,36,8,12,5,5,0,2,7,1,1,4,9,0.333,0.415,0.639,1.054,23,1,1,0,0,0
431,LAA,8/11/2024,5,5,0,5,WSN,W 6-4,47,34,6,9,7,2,0,0,4,1,0,13,5,0.265,0.468,0.324,0.792,11,3,0,0,0,0
432,ARI,8/11/2024,5,8,2,6,PHI,W 12-5,46,43,12,18,12,4,1,1,11,3,1,3,9,0.419,0.457,0.628,1.084,27,0,0,0,0,0
433,ATL,8/11/2024,5,3,2,1,COL,L 8-9,41,37,8,13,7,2,0,4,8,0,0,4,6,0.351,0.415,0.73,1.144,27,3,0,0,0,0
434,LAD,8/11/2024,5,4,2,2,PIT,W 6-5 (10),47,40,6,13,6,6,1,0,6,1,1,6,6,0.325,0.413,0.525,0.938,21,0,0,1,0,0
435,MIA,8/11/2024,5,5,1,4,SDP,W 7-6,37,34,7,10,7,1,0,2,6,2,0,2,11,0.294,0.333,0.5,0.833,17,1,0,1,0,0
436,CIN,8/11/2024,5,3,2,1,MIL,W 4-3,38,31,4,5,4,0,0,1,4,0,0,5,13,0.161,0.289,0.258,0.548,8,0,1,0,1,1
437,NYY,2024-08-10 (1),5,7,0,7,TEX,W 8-0,43,36,8,12,8,3,0,1,8,0,0,6,9,0.333,0.442,0.5,0.942,18,0,1,0,0,0
438,SEA,8/10/2024,5,3,0,3,NYM,W 4-0,37,30,4,6,3,3,0,0,4,2,0,7,13,0.2,0.351,0.3,0.651,9,0,0,0,0,0
439,BAL,8/10/2024,5,4,3,1,TBR,W 7-5,46,42,7,15,10,3,0,2,7,0,0,3,8,0.357,0.4,0.571,0.971,24,0,0,0,0,0
440,TBR,8/10/2024,5,3,4,-1,BAL,L 5-7,38,34,5,7,4,2,0,1,4,2,0,4,8,0.206,0.289,0.353,0.642,12,0,0,0,0,0
441,LAA,8/10/2024,5,4,2,2,WSN,L 4-5 (10),43,38,4,11,8,2,0,1,4,1,0,4,5,0.289,0.349,0.421,0.77,16,1,0,0,1,0
442,ARI,8/10/2024,5,4,1,3,PHI,W 11-1,41,37,11,15,8,3,0,4,10,1,0,4,9,0.405,0.463,0.811,1.274,30,1,0,0,0,0
443,ATL,8/10/2024,5,6,5,1,COL,W 11-8,41,36,11,11,6,1,0,4,11,1,0,5,7,0.306,0.39,0.667,1.057,24,2,0,0,0,0
444,COL,8/10/2024,5,5,6,-1,ATL,L 8-11,42,39,8,12,8,3,0,1,8,1,0,3,14,0.308,0.357,0.462,0.819,18,0,0,0,0,0
445,LAD,8/10/2024,5,4,0,4,PIT,W 4-1,34,32,4,8,5,2,0,1,4,1,0,2,12,0.25,0.294,0.406,0.7,13,0,0,0,0,1
446,MIA,8/10/2024,5,7,3,4,SDP,L 8-9 (10),47,39,8,11,7,2,0,2,8,5,0,5,11,0.282,0.383,0.487,0.87,19,0,2,0,1,0
447,SDP,8/10/2024,5,3,7,-4,MIA,W 9-8 (10),48,39,9,12,8,3,0,1,9,1,0,4,8,0.308,0.413,0.462,0.875,18,0,3,2,0,0
448,SFG,8/10/2024,5,3,1,2,DET,W 3-1,36,32,3,6,5,1,0,0,3,3,0,4,9,0.188,0.278,0.219,0.497,7,0,0,0,0,0
449,CLE,2024-08-09 (2),5,3,5,-2,MIN,L 3-6,37,36,3,8,7,0,0,1,3,0,0,0,9,0.222,0.243,0.306,0.549,11,0,1,0,0,0
450,MIN,2024-08-09 (2),5,5,3,2,CLE,W 6-3,33,30,6,11,10,0,0,1,3,1,0,3,4,0.367,0.424,0.467,0.891,14,5,0,0,0,0
451,MIN,2024-08-09 (1),5,3,0,3,CLE,W 4-2,32,28,4,8,3,3,0,2,4,1,0,3,5,0.286,0.344,0.607,0.951,17,2,0,0,1,0
452,BOS,8/9/2024,5,3,1,2,HOU,L 4-8,41,33,4,6,3,3,0,0,3,2,0,8,12,0.182,0.341,0.273,0.614,9,0,0,0,0,0
453,CHW,8/9/2024,5,5,7,-2,CHC,L 6-7,40,39,6,14,9,2,0,3,6,0,2,1,7,0.359,0.375,0.641,1.016,25,0,0,0,0,0
454,KCR,8/9/2024,5,5,3,2,STL,L 5-8,39,35,5,10,8,1,1,0,5,1,0,3,7,0.286,0.333,0.371,0.705,13,1,0,0,1,0
455,BAL,8/9/2024,5,3,0,3,TBR,W 4-1,39,37,4,10,8,0,0,2,4,0,0,2,11,0.27,0.308,0.432,0.74,16,1,0,0,0,0
456,CHC,8/9/2024,5,7,5,2,CHW,W 7-6,42,40,7,16,11,0,1,4,7,1,1,1,12,0.4,0.429,0.75,1.179,30,0,1,0,0,0
457,COL,8/9/2024,5,5,2,3,ATL,W 6-5,38,33,6,10,6,3,0,1,6,1,0,5,12,0.303,0.395,0.485,0.88,16,1,0,0,0,0
458,STL,8/9/2024,5,3,5,-2,KCR,W 8-5,45,39,8,13,5,5,0,3,8,0,0,6,7,0.333,0.422,0.692,1.115,27,0,0,0,0,0
459,LAD,8/9/2024,5,9,4,5,PIT,W 9-5,36,32,9,8,3,2,0,3,9,3,0,4,8,0.25,0.333,0.594,0.927,19,0,0,0,0,0
460,PIT,8/9/2024,5,4,9,-5,LAD,L 5-9,40,38,5,11,6,3,0,2,5,0,0,2,16,0.289,0.325,0.526,0.851,20,0,0,0,0,0
461,MIL,8/9/2024,5,8,0,8,CIN,W 8-3,36,32,8,7,3,1,1,2,8,2,0,4,11,0.219,0.306,0.5,0.806,16,0,0,0,0,0
462,NYM,8/8/2024,5,7,1,6,COL,W 9-1,43,38,9,13,5,5,0,3,9,0,0,3,8,0.342,0.395,0.711,1.106,27,0,1,0,1,0
463,CIN,8/8/2024,5,3,3,0,MIA,W 10-4 (10),47,41,10,12,11,0,0,1,10,2,0,4,12,0.293,0.362,0.366,0.728,15,0,1,0,1,0
464,MIA,8/8/2024,5,3,3,0,CIN,L 4-10 (10),44,38,4,9,7,2,0,0,4,1,0,4,9,0.237,0.341,0.289,0.63,11,0,2,0,0,1
465,SDP,8/8/2024,5,4,0,4,PIT,W 7-6,39,34,7,7,4,1,0,2,6,1,0,3,6,0.206,0.308,0.412,0.719,14,0,2,0,0,0
466,STL,8/8/2024,5,4,2,2,TBR,L 4-6,39,35,4,9,7,2,0,0,4,2,0,3,5,0.257,0.333,0.314,0.648,11,1,1,0,0,0
467,LAA,8/8/2024,5,8,1,7,NYY,W 9-4,43,38,9,14,9,4,0,1,9,0,0,2,5,0.368,0.442,0.553,0.994,21,2,3,0,0,0
468,DET,8/8/2024,5,3,0,3,SEA,L 3-4,33,32,3,5,3,2,0,0,3,0,0,1,11,0.156,0.182,0.219,0.401,7,0,0,0,0,0
469,TOR,8/8/2024,5,5,2,3,BAL,W 7-6,37,32,7,7,3,2,1,1,6,0,0,5,11,0.219,0.324,0.438,0.762,14,0,0,0,0,0
470,ATL,8/8/2024,5,3,13,-10,MIL,L 7-16,43,37,7,10,6,2,0,2,7,0,0,6,12,0.27,0.372,0.486,0.859,18,1,0,0,0,0
471,MIL,8/8/2024,5,13,3,10,ATL,W 16-7,54,47,16,20,12,2,0,6,16,0,0,6,8,0.426,0.5,0.851,1.351,40,0,1,0,0,0
